username,user_id,user_watching,user_completed,user_onhold,user_dropped,user_plantowatch,user_days_spent_watching,gender,location,birth_date,access_rank,join_date,last_online,stats_mean_score,stats_rewatched,stats_episodes
uptown_bird,111068,1,22,1,2,3,9.00,Male,"Gefleburg, Sweden",1992-07-31,,2008-11-03,2009-04-21 08:48:00,8.08,4,493
Soverence,1208345,5,152,14,7,92,50.73,Male,Boston,1993-09-05,,2012-03-20,2018-05-17 06:21:00,7.09,14,3024
Sojourner_,130041,0,39,1,1,0,27.06,Male,Toronto,1992-09-03,,2009-01-02,2014-06-23 13:42:00,9.46,16,1573
yukirin-chan08,1630803,17,90,8,0,55,53.11,,,,,2012-10-13,2013-02-07 02:49:00,8.36,0,3149
aznkayle,1085375,3,519,0,12,56,128.70,Male,California,1995-05-29,,2012-01-02,1900-05-12 17:29:00,7.41,11,7643
ManInTux,195926,1,461,21,0,0,145.70,Male,California,,,2009-06-18,2017-07-19 16:04:00,9.08,0,8654
sugardream,6204509,9,15,0,0,979,4.20,Female,My Room,,,2017-04-24,2018-05-14 21:43:16,7.67,0,266
AliconL,301475,20,148,25,0,192,55.15,Female,"Varna, Bulgaria",1994-12-31,,2010-03-05,2017-09-11 02:06:00,8.22,0,3232
pcpellegrini,3993203,8,10,0,1,0,20.13,,,,,2014-08-05,2014-08-05 05:55:00,8.21,0,1227
Kamio-chan,1129399,2,121,1,15,61,56.06,Male,Australia,1993-04-11,,2012-02-01,1900-04-15 05:57:00,6.67,61,3282
karatoe,338074,2,148,3,4,225,43.40,,,,,2010-06-06,1900-05-08 17:46:00,7.3,4,2567
Draculoid,95573,13,342,23,67,4,109.56,Male,"Hamilton, Ontario",1991-01-14,,2008-09-17,2018-05-15 08:12:00,7.59,0,6458
whodaman,46228,0,23,2,5,8,32.23,,,,,2008-03-28,2008-10-19 22:52:00,8.9,5,1922
OrchidStarfire,399805,44,199,2,12,124,111.71,Female,USA,,,2010-10-24,1900-04-24 06:10:00,8.75,65,35022
Ima_Akrox,4524265,6,69,11,11,7,29.32,Male,,2000-09-22,,2015-03-28,1900-05-12 13:39:00,6.6,0,1750
TiagoOak,1729871,23,66,0,3,8,37.63,Male,,1988-07-28,,2012-11-05,1900-04-12 09:16:00,9.15,0,2173
Speed8513,6618904,2,5,0,0,0,16.92,,,,,2017-10-09,2017-10-12 01:45:00,8.86,0,1017
umbreon506,53473,5,71,6,13,199,49.76,Female,Creeped Out From Watching Another...o.o,1996-04-11,,2008-04-16,2016-11-03 21:37:00,9.46,12,2935
dostrojan,1843508,22,494,32,2,88,124.35,Male,"Rolla, MO",1994-06-13,,2012-12-02,1900-04-20 01:49:00,8.1,17,7620
Drakno,66748,13,317,0,15,20,97.85,,,,,2008-06-07,2012-09-11 19:02:00,9.36,0,5783
saya_otonashi,57217,8,13,0,1,6,7.66,Female,"bogota, colombia",1991-12-06,,2008-04-30,2008-05-18 17:41:00,6.0,0,442
Tatsuya_Akira,147021,1,10,1,0,1,2.82,,Malaysia,,,2009-02-06,2009-09-11 01:22:00,9.09,0,159
keena14,167649,59,145,31,0,122,31.27,Female,,,,2009-04-07,1900-03-02 09:15:00,8.94,13,1828
Alteria,1316869,0,354,7,1,461,79.06,,BN,1995-02-22,,2012-05-25,1900-05-06 13:03:00,7.87,0,4710
rastablasta,327091,6,421,6,69,27,92.39,Male,Saint-Petersburg,1992-06-07,,2010-05-10,2015-12-08 08:10:00,7.07,15,5558
phoenix810,4475907,53,154,32,0,268,51.43,Female,"Warwick, RI",,,2015-02-20,1900-04-21 03:17:00,7.78,52,3283
MartinTheWarrior,275943,11,34,0,0,31,17.92,Male,"Erie, Pennsylvania",1986-07-30,,2009-12-30,2010-03-19 19:19:00,8.6,0,1070
clannad_konan,2065613,12,14,5,7,400,7.18,Male,somewere,1994-02-17,,2013-01-20,2016-05-31 03:39:00,8.71,0,432
JasonP,426039,12,255,11,36,15,55.93,Male,"Euclid, OH",1975-05-03,,2010-12-28,2011-07-08 09:45:00,7.53,5,3199
Shouryuu,171211,10,155,5,16,11,73.54,,,,,2009-04-15,2012-04-20 04:58:00,7.35,0,4358
Tekkers,260111,13,427,2,14,3,127.48,Male,"England, UK",1991-05-29,,2009-11-18,2016-07-18 05:19:00,7.42,8,7579
Randomstar,71823,113,125,0,32,58,70.34,,LitterBox,,,2008-06-26,2017-02-01 20:51:00,8.47,2,4203
WeRemainSilence,1053133,36,60,0,1,47,8.34,,,,,2011-12-11,2014-10-28 04:37:00,8.96,0,549
TheWhiteChaos,4316283,23,209,3,5,27,72.71,Female,You don't want to know,,,2014-12-12,2015-03-08 16:18:00,6.84,0,4351
Hanad,3622813,1,8,0,0,0,70.68,,,,,2014-03-09,2014-04-29 06:54:00,7.67,9,4238
urzu7,142288,19,126,21,13,140,51.51,Male,Zefilia Red Orb Mare of  Chaos,1976-06-25,,2009-01-24,2012-01-21 14:56:00,7.75,32,3054
eiva,3350275,0,20,0,0,0,6.58,Female,Lithuania,1991-03-05,,2013-11-20,2015-03-25 11:58:00,9.6,0,352
OpalofHope,6376870,11,129,56,7,1848,24.12,,,,,2017-07-07,2018-05-17 12:14:51,7.56,0,1475
KoolKidz112,7201338,1,0,0,0,0,0.00,,,,,2018-04-24,1900-04-24 16:48:00,7.0,0,1
slcmmt,3716659,11,142,10,9,2,45.98,Female,"Houston, Texas",1997-01-15,,2014-04-20,1900-03-18 13:18:00,6.58,0,2750
bigj713281,109673,3,9,0,0,22,9.88,Male,Houston TX,1991-08-31,,2008-10-29,2009-02-28 07:45:00,9.55,1,590
Mirzior,173867,13,61,0,0,16,25.08,Female,"Hamar, Norway",1992-10-10,,2009-04-22,2014-08-24 13:29:00,9.16,6,1498
Rain_Kikyamen,128553,10,42,2,0,23,33.74,Female,waiting 4 someone to save me from my DarkTower-not,1995-08-18,,2008-12-29,2016-04-06 12:56:00,7.86,12,1961
antsy,275402,4,226,3,9,14,71.75,Male,,1986-05-27,,2009-12-29,2017-05-17 14:00:00,7.21,0,4227
Siathi,327923,23,221,3,0,151,105.94,Male,"Edinburgh, United Kingdom",1990-11-14,,2010-05-12,2013-03-06 09:32:00,0.0,0,6246
derpatmeister,159103,0,46,2,18,3,51.50,Male,Behind my pc bitch!,2000-06-05,,2009-03-14,2015-12-29 12:17:00,7.7,0,3112
AngryRingo956,238534,0,3,1,0,0,1.32,Female,quarantine palace,1990-09-04,,2009-09-25,2011-01-29 21:33:00,8.25,0,78
GMagician,5778299,3,151,0,11,0,59.85,,,,,2016-10-18,1900-04-23 00:55:00,9.86,0,3569
Prox1mately,278704,17,109,5,4,14,75.19,Male,"Wexio, Sweden",1991-01-03,,2010-01-05,1900-03-31 15:14:00,7.8,23,4499
adeceasedrabbit,90178,4,20,0,0,3,7.09,,,,,2008-08-29,2013-04-19 16:24:00,0.0,0,406
Radeo,5099339,59,78,5,3,90,37.11,Male,Brasil,1999-12-08,,2016-01-03,1900-04-26 06:20:00,8.14,23,2311
EnjuNatsume,4462589,6,173,3,19,7,55.76,,Australia,1995-08-17,,2015-02-10,2015-12-25 21:31:00,7.89,0,3344
Brokenxwing,4400655,75,129,0,3,110,133.68,Male,"Vancouver Island, British Columbia, Canada",1993-08-06,,2015-01-09,1900-05-14 02:31:00,8.34,31,8033
nitso,2234963,9,230,6,9,78,61.53,Male,,1994-01-11,,2013-02-26,1900-03-16 11:07:00,7.48,11,3620
Hiradairu,3586393,13,69,5,0,1,24.04,,,,,2014-02-19,2014-10-08 15:29:00,10.0,0,1427
LordSandbags,2419369,19,148,16,1,69,68.64,,"St.John's, Newfoundland,Canada",,,2013-04-10,2014-12-28 08:06:00,7.53,7,4028
apm45,1546151,11,557,0,31,96,185.38,Male,,1994-12-11,,2012-09-26,1900-04-01 04:28:00,7.11,179,11038
Asgaroth,95957,102,572,0,24,92,172.61,Male,"Russia, Воронеж",1990-04-14,,2008-09-18,1900-05-16 14:14:00,8.17,0,10129
victorrama91,318532,1,75,0,1,0,30.24,Male,"Jakarta, Indonesia",1991-03-23,,2010-04-19,2016-04-06 04:09:00,8.74,7,1807
Windbag,487430,24,157,3,28,23,68.41,Male,Volgograd,1990-08-16,,2011-05-16,2014-05-22 06:55:00,7.86,0,4038
maia061,35292,1,424,0,4,27,84.03,Female,USA,,,2008-02-03,1900-03-19 17:11:00,7.24,0,5036
SkateAndDie,112084,17,68,3,1,23,28.55,Male,,1990-04-02,,2008-11-07,2017-12-13 11:31:00,7.72,0,1716
Inukag517,442164,6,88,1,14,39,51.02,Female,America,,,2011-01-30,1900-05-09 18:59:00,8.11,24,2973
charlymantri,1377761,10,137,5,2,97,34.81,Male,,1991-03-30,,2012-07-03,2016-02-18 21:33:00,8.14,18,1966
icq,130424,1,30,0,3,0,15.16,Male,,,,2009-01-03,2009-05-06 10:40:00,7.0,0,901
Everlynn,5409212,3,113,2,0,263,27.59,Female,"Melbourne, Australia",1998-11-06,,2016-05-14,1900-05-16 18:57:00,7.39,0,1695
SauronGG,4997367,20,287,10,5,286,130.26,Male,Catalonia,1999-11-11,,2015-11-16,1900-05-13 14:11:00,7.12,8,8002
cinnie21,5312326,43,194,0,1,142,42.96,Female,7e6ca01266e3bf5a845737ecc40abfd7,1994-11-23,,2016-04-03,2018-05-17 07:22:00,7.91,5,2584
Morgan_Lamia,269530,2,51,0,2,0,14.99,Male,"Oxford, England",1986-12-31,,2009-12-14,2012-05-28 05:23:00,7.98,0,886
Spazzy,4425685,3,18,0,0,5,7.67,,,,,2015-01-16,2016-06-11 12:42:00,8.39,0,457
Tsoyken,6445984,2,10,0,3,4,2.28,,,,,2017-07-31,1900-05-09 11:26:00,7.43,0,138
JessAlexGarz,129679,1,17,0,0,3,15.26,Female,"Visalia, California",1994-09-24,,2009-01-01,2009-12-05 15:15:00,9.35,0,899
NA_Senpai,42730,4,108,0,10,69,32.28,Male,"Lisbon, Portugal",1992-11-18,,2008-03-13,2013-10-26 10:47:00,7.34,8,1919
nonartisan,409004,4,57,2,0,0,22.14,Female,"Manila, Philippines",1977-10-25,,2010-11-17,2011-02-01 04:28:00,6.83,0,1291
su_kaora,73324,27,849,9,5,31,216.42,Male,"SW, BY",1986-01-08,,2008-07-02,1900-05-16 12:15:00,9.0,2,13333
Nayah,36827,43,901,79,45,133,225.25,Female,щ(ﾟДﾟщ),,,2008-02-11,1900-05-13 04:46:00,6.72,89,14157
Apocryphoses,3364639,7,277,0,6,74,62.93,,,,,2013-11-26,2017-07-16 16:11:00,9.09,0,3938
Anubis46,1799061,5,65,0,0,0,25.87,Male,,1994-07-24,,2012-11-22,2014-02-17 18:29:00,8.48,3,1560
Mosou,32459,19,64,7,2,29,20.61,Female,Philippines,,,2008-01-20,2017-04-09 06:39:00,8.48,6,1175
AZNXREVEAL,1018093,11,196,49,75,122,97.17,Male,"Montreal, Quebec",1996-05-05,,2011-11-25,1900-04-16 07:06:00,8.13,7,5723
counterslayer,231311,23,85,13,10,24,68.00,,Norway,1992-06-17,,2009-09-07,2013-01-25 18:11:00,8.63,4,4055
RyuuzakiNeko,4959,12,102,4,0,8,36.37,Male,Florida,1988-04-16,,2007-05-30,2008-08-17 10:39:00,8.63,5,2173
pedro12,787863,48,609,3,0,21,205.91,Male,"Porto, Portugal",1995-06-26,,2011-10-21,2015-05-03 06:32:00,8.38,0,12395
Sarusei,283778,0,18,1,0,14,8.18,,,,,2010-01-17,2014-01-29 08:31:00,8.94,0,486
OsisNie,183934,11,189,4,113,0,82.65,Male,"Exeter, RI",1985-12-04,,2009-05-18,2017-10-12 18:46:00,7.49,0,5214
DanallWillham,4450026,13,46,5,7,17,17.62,Male,England,1998-12-30,,2015-01-31,2016-11-02 03:50:00,7.48,1,1032
SteveStarky,4031919,5,141,4,35,162,43.60,Male,"Dripping Springs, Texas",1997-10-18,,2014-08-19,1900-05-03 19:45:00,7.46,0,2595
love_rainie,379662,0,0,0,0,0,0.00,Female,,1995-05-21,,2010-09-05,2010-12-30 12:32:00,0.0,0,0
TsundeRae,925577,4,339,74,135,188,112.07,Female,,1996-02-20,,2011-11-11,1900-05-10 10:00:00,6.3,7,6695
-Hakua-,357102,5,27,0,0,9,37.36,,Under Mio's bed. xD,1994-10-19,,2010-07-18,2015-05-20 18:46:00,8.68,14,2248
MarisaKirisameZe,210786,8,61,26,3,14,17.92,Female,The border of life.,1996-10-30,,2009-07-20,2013-06-15 19:48:00,7.57,11,1001
SenorCardgage,43043,3,7,0,0,15,2.93,Male,,,,2008-03-14,2008-06-21 19:02:00,9.8,0,163
rudolfhess,207198,3,13,3,0,1,21.34,,,,,2009-07-13,2009-09-15 05:45:00,9.1,16,1283
iCsav,4546659,25,14,3,0,57,4.07,,,,,2015-04-08,1900-03-30 06:07:00,10.0,0,239
Jan941,331448,5,23,1,2,2,26.63,,,,,2010-05-21,1900-02-20 01:52:00,0.0,0,1611
Mahn00r,196399,4,18,1,3,50,17.63,Female,"Karachi, Pakistan",1994-04-30,,2009-06-20,2015-11-17 09:37:00,8.05,6,1112
Obsessed-W-Shojo,146486,15,48,14,13,28,36.87,Female,,,,2009-02-04,2014-01-02 01:58:00,6.78,21,2171
vonTaffelsson,396507,9,534,17,9,128,98.83,Male,Finland,1992-12-30,,2010-10-16,2018-05-18 14:14:42,7.16,0,6102
naruhina4ever101,188871,12,230,10,2,411,99.69,Female,,1992-06-17,,2009-06-01,1900-04-29 16:17:00,7.66,14,5962
Serefinet,417021,3,68,0,0,1,37.28,Male,Poland koziegłowy,1995-03-07,,2010-12-07,2017-11-01 10:32:00,0.0,4,2160
-Ryuk-,103708,3,15,3,0,7,7.95,Female,"England, UK",1988-10-27,,2008-10-10,2010-04-24 01:21:00,9.38,29,329
uki992,524023,12,243,57,9,126,81.12,Male,"Serbia, Nis",,,2011-07-25,1900-03-16 14:03:00,7.42,30,4671
NiessanStrife,33700,6,361,16,4,76,131.24,Male,"Kosice, Slovakia",1991-04-29,,2008-01-26,1900-01-24 14:01:00,9.03,47,8024
SpecialKay,147721,4,93,6,12,14,36.18,Female,,,,2009-02-08,2011-07-08 16:24:00,7.74,0,2168
enzou,235729,88,147,10,25,1446,113.59,Male,東・京★,1994-03-19,,2009-09-17,1900-05-07 00:46:00,8.37,4,7084
xwingz900,5155978,6,114,6,5,15,51.12,Male,,,,2016-01-25,1900-05-15 20:50:00,7.76,2,3096
roarshac,4211953,17,109,2,1,1,34.70,Male,"Karlstad, Sweden",1977-11-02,,2014-10-28,1900-05-12 02:33:00,7.22,0,2018
despisethesun,4076979,0,3,0,0,0,1.65,Male,"Malang, Indonesia",1991-02-01,,2014-09-05,1900-03-31 00:37:00,9.0,0,98
redisback,4507245,0,84,40,2,4,29.19,Male,"Santa Catarina, Brasil",2000-06-02,,2015-03-18,2016-11-01 12:59:00,0.0,0,1777
clark_gyn,134202,16,49,2,0,14,43.48,Male,,1990-12-15,,2009-01-12,2013-03-07 10:14:00,8.21,0,2576
Undertale6,6900648,4,54,2,1,43,28.91,Male,,1999-03-30,,2018-01-16,1900-05-11 17:11:00,7.18,0,1716
Tsurumeme,459497,34,294,21,61,163,80.10,Female,,1930-10-05,,2011-03-09,1900-01-15 15:58:00,7.82,34,4982
darksxsai,18041,0,0,0,0,0,0.00,,,,,2007-10-21,2012-12-18 19:19:00,0.0,0,0
CalPho,2255831,0,32,0,10,5,29.70,Male,Australia,1995-01-01,,2013-03-03,2017-04-01 16:47:00,9.62,32,1765
emily_zeek,131928,8,218,17,0,145,95.80,Female,Florida,,,2009-01-06,1900-05-10 20:35:00,8.38,18,5693
jklimnop,3996225,15,195,0,7,30,83.12,Male,"Guangzhou, China",,,2014-08-06,1900-04-01 23:26:00,8.38,0,5101
hikki_kun,239795,20,531,18,89,21,153.60,,,1988-10-29,,2009-09-28,1900-05-16 05:52:00,6.97,0,8941
IceKiller2k6,3347671,55,12,0,0,2,0.00,,,,,2013-11-19,2013-12-16 01:59:00,0.0,0,0
DARK-PIKACHU,111981,0,0,0,0,0,0.00,Male,,1992-06-21,,2008-11-06,2009-10-26 14:22:00,0.0,0,0
Gamaliel,558049,9,81,6,0,4,19.32,Male,,,,2011-08-28,2013-05-04 11:15:00,8.23,2,1092
Coatlicue,22452,8,214,18,11,20,102.02,Male,,1991-06-08,,2007-11-18,2016-10-28 22:42:00,7.15,9,6066
seafoodjunkie,24141,212,438,67,3,248,196.05,Female,,,,2007-11-29,2016-09-09 02:44:00,6.82,5,11647
GotChibi,11202,1,98,6,9,6,30.96,Female,"Serop&eacute;dica, Rio de Janeiro",1988-09-18,,2007-08-25,2009-12-05 17:48:00,7.94,0,1827
superflat,24583,3,33,0,6,47,6.44,,"Glasgow, UK",1988-01-01,,2007-12-03,2012-02-11 06:50:00,6.6,0,387
gabberstag,22764,73,170,4,33,143,57.81,Female,"Radford, Virginia",1990-09-29,,2007-11-20,2013-06-27 22:12:00,7.83,0,3402
animeshout,237053,3,0,0,0,0,0.19,,,,,2009-09-21,2009-12-30 06:21:00,9.0,0,11
CutImYou,5402564,9,134,15,11,73,37.91,Male,"Hessen,Germany",,,2016-05-11,1900-05-11 15:03:00,6.51,1,2257
mewrenee145,337447,0,0,0,0,0,0.00,,,,,2010-06-05,2010-06-05 12:39:00,0.0,0,0
Mort1984,4356719,20,248,24,40,19,86.50,Male,,1984-05-26,,2014-12-28,2018-05-18 14:15:23,7.28,0,5249
Elyanna,7206,18,132,6,5,30,68.90,Female,Philippines,1991-01-05,,2007-07-10,2008-07-29 23:58:00,7.33,0,4143
JuviaHere,1665257,20,199,9,0,7,205.50,Female,Cavite,1996-01-15,,2012-10-20,2016-11-16 05:46:00,9.07,113,12159
coolsign,4341181,89,266,1,14,22,70.84,Male,Jau SP,1997-11-11,,2014-12-22,2017-11-03 20:38:00,9.1,0,4237
Macieq,423664,29,716,11,0,21,228.55,Male,Warszawa,1991-01-17,,2010-12-23,2018-05-17 09:58:00,6.31,0,13547
CrystalQween,4883371,0,1,0,0,0,0.19,,,,,2015-09-18,2015-10-01 02:28:00,7.0,0,12
Naruto-Kan,76925,0,0,0,0,0,0.00,,,,,2008-07-15,2008-08-14 12:49:00,0.0,0,0
Blind_Guardian,480430,29,494,72,90,103,158.23,Male,"W Kentucky, United States of Murica",1981-09-29,,2011-04-29,1900-02-02 01:52:00,7.59,93,9568
Cthulhu,83200,18,1037,486,5,413,181.20,,,,,2008-08-05,2016-06-30 08:20:00,6.0,0,10822
Ren-Kun,176903,11,221,1,4,70,73.71,Male,England,1991-12-17,,2009-04-30,2016-05-04 06:35:00,8.28,0,4341
baizn,302606,25,2,0,0,0,9.42,Male,Den Haag                                       ,1990-05-24,,2010-03-08,2012-01-18 13:03:00,0.0,0,565
ThermicLine,4683374,53,152,28,27,376,57.26,Male,California USA,2000-04-20,,2015-06-18,2018-05-14 01:21:38,6.84,26,3689
mindfreak789,198800,14,221,0,15,146,74.84,Male,,1990-10-22,,2009-06-25,1900-04-30 22:16:00,8.04,80,4355
Yuna-chii,92087,20,120,49,10,247,48.95,Female,"California,  USA",,,2008-09-04,2017-10-04 21:20:00,8.03,21,2772
Kennuh,1092051,9,194,2,7,39,62.55,Male,Nice,1986-11-01,,2012-01-06,2018-05-15 15:17:00,7.53,0,3730
rumkerm,115788,0,479,0,0,0,104.96,Male,,,,2008-11-19,2016-07-12 11:15:00,7.61,0,6384
Restless,288322,8,84,5,8,51,18.04,Female,,1998-09-01,,2010-01-28,2011-03-21 00:22:00,6.89,11,1027
azeriraz,637609,21,323,39,41,102,86.03,Male,,,,2011-09-24,1900-05-15 14:36:00,6.77,0,5272
Siqiiiii,24421,7,154,14,19,27,69.85,Female,In a spiral,,,2007-12-02,2011-07-02 13:45:00,6.88,10,4186
VAJA_1693,301068,4,80,3,0,29,32.09,,,,,2010-03-04,2011-04-18 16:29:00,8.02,0,1923
Giuliakaze95,3418281,36,76,19,1,60,38.87,Female,"São Paulo, SP",1995-01-23,,2013-12-19,1900-04-08 19:41:00,8.52,0,2298
Kumori-san,83162,2,494,17,17,177,125.73,Female,,1991-04-05,,2008-08-05,1900-03-04 00:04:00,7.26,1,7374
Nyarlako,1241775,11,383,0,40,41,75.94,,,,,2012-04-09,2012-04-13 13:36:00,7.01,0,4593
Psyfe,27948,17,322,0,1,412,105.58,Male,"Oslo, Norway",1989-12-09,,2007-12-26,2018-05-17 12:04:00,6.57,21,6225
Cabezawevo,281476,55,516,124,2,782,204.59,Male,"España, Spain",1988-07-26,,2010-01-11,1900-05-12 03:52:00,7.88,18,12019
Exelon,6869590,3,47,0,2,3,20.17,,,,,2018-01-07,1900-05-11 13:03:00,7.86,0,1211
HardFogoX,175247,3,27,0,0,9,23.25,Male,"São Paulo, Brasil",1989-04-15,,2009-04-25,2015-06-24 12:31:00,7.3,0,1402
emoXprincess17,185675,1,28,1,0,13,9.41,Female,at my computer,1996-05-09,,2009-05-23,2011-12-01 17:03:00,8.88,0,541
littlestar231,168757,1,1,0,0,1,0.23,Female,,2000-03-02,,2009-04-10,2009-05-31 02:41:00,8.0,0,26
Icespectra,9172,120,176,92,16,583,88.70,Female,New York,1984-12-31,,2007-08-01,2018-05-17 05:21:33,9.02,2,5297
psyc3,3437349,3,7,0,0,3,2.82,,,,,2013-12-28,2015-12-31 02:35:00,9.57,0,169
Sparkysharps,150265,6,90,20,17,9,55.78,Female,"Portland, Oregon",1989-07-25,,2009-02-15,2013-07-20 08:05:00,7.48,79,3063
J0y_B0y,6045639,2,11,1,0,16,37.76,,,,,2017-02-12,1900-05-05 12:56:00,9.6,0,2274
Konata-sama,9011,1,1,0,0,0,0.45,,,,,2007-07-31,2007-07-31 12:56:00,9.5,0,27
hawkusho,1728375,2,265,11,29,265,86.31,Female,,1995-01-01,,2012-11-05,2018-05-18 04:15:50,6.15,1,5096
SaoriandAdol,213900,1,383,17,0,23,168.47,,,,,2009-07-28,2016-02-09 16:18:00,6.83,8,9555
juukyuu,4325211,25,233,80,11,563,44.11,Male,,1998-07-16,,2014-12-16,1900-05-06 05:43:00,7.09,19,2866
mainiacfreakus,246709,25,128,2,2,98,40.13,,,,,2009-10-15,2011-05-04 23:57:00,7.82,3,2344
brodsterxd,2038763,1,45,10,2,70,12.40,,,,,2013-01-14,2016-05-03 18:56:00,7.8,0,727
Kissatuoli,257083,5,130,51,78,23,54.75,Male,"Kangasala, Finland",1989-10-07,,2009-11-10,2015-04-15 07:50:00,7.68,5,3266
GreatThundarr,4893662,2,11,0,3,3,5.31,Male,,1990-11-07,,2015-09-23,2015-12-08 11:31:00,7.47,0,320
britmiche,5268124,9,113,84,38,315,32.22,Female,Animeworld XP,,,2016-03-17,1900-04-26 08:43:00,8.71,17,2076
MoistBanana,2048699,46,317,12,6,251,116.89,Male,Canada,1930-06-12,,2013-01-16,1900-05-02 11:21:00,7.64,29,7059
moogle_num,4625244,1,81,0,0,0,33.68,,,,,2015-05-20,1900-03-06 01:24:00,8.41,0,1999
Khydir,481333,0,108,0,0,16,38.42,Male,"MG, Brazil",1994-11-03,,2011-05-01,2017-03-24 16:53:00,8.53,0,2248
PrinceVBritannia,3465329,22,89,1,0,50,59.07,Male,,1994-12-05,,2014-01-06,2015-07-25 21:27:00,7.53,26,3560
Chaoticbliss,1258007,43,154,57,41,103,44.84,Female,,,,2012-04-16,1900-04-26 14:55:00,8.2,0,2678
WolfieShizuma,381848,0,117,38,7,2,53.54,Female,"Legnica, Poland",1991-03-08,,2010-09-11,2013-12-27 13:00:00,6.98,2,3186
Origami_Cyclone,253540,78,543,114,39,110,102.06,,,,,2009-11-01,1900-05-16 21:07:00,6.48,0,6587
wurico,67899,2,669,30,116,72,121.64,Female,,1994-11-15,,2008-06-12,1900-05-15 13:53:00,5.87,21,7649
thatsprettygood,5865362,4,60,6,10,62,19.28,Male,Wales,1999-02-18,,2016-11-27,1900-05-16 13:29:00,8.0,0,1070
Oblique,158756,28,118,7,1,246,49.75,Male,,1989-01-01,,2009-03-13,2014-03-17 17:56:00,8.5,0,2990
Zumirio,413669,16,986,9,3,68,228.35,Male,"Montréal, Québec",1996-06-08,,2010-11-28,1900-05-07 11:36:00,6.81,13,14061
Banionso,1389941,14,61,6,7,25,44.25,Female,,,,2012-07-10,2013-04-30 00:33:00,8.58,18,2685
garou01,108194,4,89,3,0,279,44.06,Male,"LQ, Philippines",1988-07-10,,2008-10-25,2012-08-14 08:49:00,6.75,34,2658
godzillabigfoot,27541,0,0,0,0,0,0.00,,,,,2007-12-23,2007-12-24 11:24:00,0.0,0,0
Coronmira,6760226,10,172,2,22,25,72.71,Male,,,,2017-11-25,2018-05-17 06:53:00,6.6,59,4412
AngryButler,73867,3,39,11,2,30,15.27,Male,,1991-11-12,,2008-07-04,2014-02-03 12:51:00,8.14,2,902
BrianaBird,100185,9,123,17,33,13,36.61,Female,Wisconsin,1990-05-13,,2008-09-30,1900-04-21 22:31:00,8.13,2,2340
fatleo,6670,38,108,41,18,57,32.90,,,,,2007-07-01,2013-05-31 20:12:00,7.6,5,1830
Otaku-Aniki,185502,75,4618,153,0,911,756.20,Male,,,,2009-05-23,2018-05-18 13:16:34,6.69,13,49938
Akegata-Shigatsu,39967,2,30,7,5,4,21.96,Female,,1979-01-01,,2008-02-27,2011-08-04 07:35:00,8.12,0,1316
Paddy3000,79315,9,95,5,2,10,60.16,Male,"Tarp, Schleswig-Holstein, Germany",1991-02-23,,2008-07-24,2009-04-11 16:59:00,7.64,18,3492
Ganguro143,2816619,29,88,3,1,18,28.01,Male,フィリピン,1991-09-15,,2013-07-04,2017-12-11 00:19:00,9.75,1,1696
BigDrig,661319,12,76,9,1,91,61.51,Male,The Internet,1990-10-05,,2011-09-28,2016-02-22 14:40:00,7.43,86,3646
GundamS,82623,2,72,1,2,0,18.35,Male,,1988-01-08,,2008-08-04,2008-10-02 11:44:00,7.35,0,1008
melancholy,7661,37,304,36,60,53,108.21,Female,"Washington, DC",1992-03-09,,2007-07-16,2017-05-04 15:37:00,6.64,3,6723
Xiaoya,429989,33,154,0,5,38,62.60,,,,,2011-01-05,2016-04-08 02:20:00,8.41,0,3785
kageiit,282499,1,24,3,2,4,17.01,Male,"Santa Barbara, California",,,2010-01-14,2012-04-12 09:57:00,8.21,0,1013
Orinoka,436100,6,316,4,11,212,85.20,Female,"Poland, Wrocław",1995-05-21,,2011-01-16,1900-01-16 09:05:00,6.92,16,5280
Ricolas,249298,3,170,32,6,51,35.53,Male,,1993-12-26,,2009-10-21,2015-05-15 09:31:00,6.39,0,2048
dude1314,76329,24,81,19,0,45,63.58,Male,Somewhere in Earth,1994-03-01,,2008-07-13,2009-02-24 20:08:00,8.92,18,3843
lordmateo,6026066,37,287,2,0,346,63.03,,,,,2017-02-02,2018-05-16 17:35:00,7.8,0,3795
Darksister,235517,2,53,1,0,20,53.88,Female,Kiskunhalas,1993-07-29,,2009-09-17,2010-10-30 03:04:00,9.24,74,3163
prandsams,4027565,3,34,0,0,0,15.47,Non-Binary,,1976-09-16,,2014-08-17,2017-04-01 22:50:00,8.27,0,924
Zaltais,2350713,10,431,9,9,180,87.25,Male,,1992-02-13,,2013-03-26,1900-05-16 13:57:00,8.05,0,5462
Frozer,162821,7,189,9,4,35,66.11,Male,"Russia, Kurchatov",1993-01-19,,2009-03-25,2011-12-10 05:55:00,7.98,0,3941
SailorPhoenix,33338,0,0,0,0,0,0.00,Female,"Glasgow, Scotland",,,2008-01-24,2008-03-19 15:04:00,0.0,0,0
Selenium_Glow,271028,1,453,0,5,7,85.57,Male,New Delhi/Noida,1989-01-23,,2009-12-18,2017-11-04 12:35:00,7.75,60,5340
Akuma_Marluxia,158754,6,280,16,0,2,76.47,Female,,1989-05-31,,2009-03-13,2009-07-17 05:25:00,7.74,0,4598
